pass_rich_shubert2_step1_poor3rich7
eval_cnt worst_rich_fitness new_rich_fitness
12 -11.112686031413627 -39.22567199785412
53 -1.5730560270611142 -6.343193307532521
72 -2.0505292437930387 -4.935576667358964
73 -2.0505292437930387 -3.6107356277173928
133 -8.196746003660987 -8.684216345738228
143 -8.733924889582513 -9.311870617462223
153 -9.311870617462223 -10.656255885358155
192 -10.387503496359889 -14.754102052505
213 -12.823885976003403 -12.936835923883713
364 -16.223985945519402 -18.0374200735009
482 -16.28104869407161 -51.241866573218374
483 -16.28104869407161 -49.60871967992654
717 -24.915363057712128 -27.21854257456111
867 -24.93700664342361 -25.835727380870097
948 -25.835727380870097 -31.638439408540307
1008 -36.096242697401586 -36.27659901630197
1139 -37.31122834901735 -78.82703852390748
1744 -52.050393752303954 -54.07074164390636
1944 -52.55340044106705 -63.761106649227145
3900 -54.40486541886102 -129.8952324341982
4132 -54.404865423270536 -91.69646520945656
5736 -54.40486543841034 -106.09162385924044
6494 -79.41091321475906 -175.00750853441517
6704 -79.41091321653913 -143.29206667025312
8620 -79.4109132174188 -116.35861567414177
9184 -79.41091321904996 -163.68573971472367
10900 -79.41091321905375 -99.25566016452969
11063 -123.57677085359742 -186.18768723466565
11365 -150.4749745969 -169.9018921584696
11425 -169.9018921584696 -173.6404385155149
11455 -173.6404385155149 -181.29307562902702
11767 -183.4422599133645 -185.67660644778925
11787 -185.67660644778925 -186.32507597553916

13 -0.26060178383490346 -8.650610519967927
33 5.592973455241628 0.8654153494129451
43 1.3331851552361613 -0.24265306701873415
63 -0.24265306701873415 -1.2629521706744966
151 -4.992335595911913 -6.8350791141471765
243 -7.639410215863748 -8.208870712238001
413 -7.7098337588547965 -8.925689774284393
827 -9.532953075835342 -9.655985140740379
945 -9.53882348138423 -19.180623803494893
946 -9.53882348138423 -27.427430204798938
1177 -10.938486905064055 -130.43440544265022
1178 -10.938486905064055 -79.08025244791752
1341 -14.84934503468916 -27.121311662826443
1511 -24.92043550051052 -30.42059188192379
2469 -38.29597286203657 -44.57335573842963
2911 -46.511314212128696 -61.19557431980685
3142 -46.511314264074215 -56.303953411053115
3163 -46.511314264074215 -85.27858525782823
4597 -49.51858429506108 -53.689894197504444
4695 -52.05023497306701 -84.6588483476197
